order_id,product_id,customer_id,order_date,sales_amount,discount,quantity,profit
ORD83021,PROD0074,CUST0831,10/08/2023,2987.68,0.25,9,736.61
ORD35041,PROD0017,CUST0031,08/22/2023,427.13,0.22,4,41.33
ORD41122,PROD0085,CUST0058,12/03/2023,522.6,0,6,75.23
ORD42375,PROD0112,CUST0702,06/11/2024,1973.52,0.2,6,384.49
ORD45280,PROD0081,CUST0386,12/11/2023,687.49,0.07,2,43.79
ORD38173,PROD0047,CUST0378,06/16/2024,689.84,0.03,3,81.89
ORD45573,PROD0095,CUST0680,01/29/2024,1649.89,0.23,9,369.91
ORD40334,PROD0003,CUST0739,01/24/2024,98.47,0.06,9,15.29
ORD48596,PROD0043,CUST0599,02/06/2024,249.35,0.05,1,37.86
ORD75924,PROD0099,CUST0919,07/05/2023,591.85,0.03,5,60.89
ORD62705,PROD0018,CUST0577,11/08/2023,1477.03,0.01,5,324.78
ORD52913,PROD0072,CUST0220,02/24/2024,1908.91,0.23,5,432.12
ORD98542,PROD0033,CUST0628,02/06/2024,194.04,0.23,9,39.23
ORD29522,PROD0073,CUST0118,08/26/2023,276.16,0.14,8,65.58
ORD16487,PROD0032,CUST0548,10/26/2023,1262.53,0.09,7,169.07
ORD38519,PROD0016,CUST0823,07/22/2023,3031.64,0.16,9,203.71
ORD17987,PROD0054,CUST0115,08/07/2023,435.61,0.28,3,25.37
ORD20346,PROD0010,CUST0936,01/05/2024,433.27,0.05,1,83.02
ORD72196,PROD0074,CUST0774,02/22/2024,1659.82,0.25,5,365.27
ORD71163,PROD0089,CUST0887,06/09/2024,3101.83,0.26,9,597.78
ORD26288,PROD0073,CUST0348,05/01/2024,61.82,0.23,2,11.36
ORD31608,PROD0120,CUST0863,03/19/2024,2791.72,0.08,8,493.88
ORD94363,PROD0001,CUST0633,03/05/2024,1032.2,0.03,4,191.5
ORD81180,PROD0055,CUST0210,08/01/2023,109.25,0.24,1,22.27
ORD31448,PROD0057,CUST0872,08/15/2023,139.66,0.12,5,26.66
ORD68360,PROD0071,CUST0693,09/16/2023,430.37,0.04,1,95.12
ORD47354,PROD0082,CUST0270,05/06/2024,1995.96,0.06,8,139.39
ORD19995,PROD0102,CUST0715,11/17/2023,1028.41,0.09,4,215.62
ORD94643,PROD0034,CUST0206,07/10/2023,479.06,0,1,84.89
ORD56169,PROD0060,CUST0925,09/23/2023,263.71,0.23,2,41.75
ORD26945,PROD0046,CUST0679,05/16/2024,2158.75,0.04,5,255.01
ORD58343,PROD0071,CUST0911,11/23/2023,1049.02,0.22,3,136.64
ORD91760,PROD0088,CUST0158,06/24/2024,369.45,0.03,3,24.39
ORD36594,PROD0050,CUST0870,03/09/2024,123.21,0.09,5,26.02
ORD30350,PROD0087,CUST0472,08/03/2023,1167,0.04,7,249.75
ORD52511,PROD0043,CUST0596,08/05/2023,902.9,0.14,4,144.72
ORD66597,PROD0046,CUST0031,06/02/2024,427.25,0.05,1,26.64
ORD37271,PROD0089,CUST0107,01/09/2024,3772.49,0.1,9,872.24
ORD38004,PROD0012,CUST0614,08/03/2023,56.64,0.11,1,13.02
ORD98234,PROD0044,CUST0031,10/15/2023,416.13,0.17,2,41.44
ORD99335,PROD0034,CUST0425,08/21/2023,804.82,0.16,2,99.63
ORD21652,PROD0056,CUST0848,08/03/2023,694.17,0.05,3,125.77
ORD56009,PROD0094,CUST0477,08/22/2023,846.63,0.12,2,187.18
ORD81175,PROD0110,CUST0372,06/20/2024,478.67,0.18,3,94.22
ORD36560,PROD0012,CUST0719,05/23/2024,47.73,0.25,1,6.69
ORD64652,PROD0001,CUST0716,04/03/2024,1181.17,0.26,6,235.91
ORD87975,PROD0073,CUST0179,05/31/2024,58.6,0.27,2,7.96
ORD15749,PROD0116,CUST0274,01/29/2024,1330.8,0.25,8,321.28
ORD14354,PROD0065,CUST0543,07/03/2023,58.7,0.06,5,4.71
ORD83281,PROD0016,CUST0184,11/22/2023,2566.46,0.2,8,369.82
ORD47912,PROD0089,CUST0463,03/15/2024,903.54,0.03,2,173.95
ORD22966,PROD0103,CUST0595,06/15/2024,1325.01,0.13,4,125.52
ORD71239,PROD0095,CUST0290,05/15/2024,1799.88,0.16,9,185.75
ORD86813,PROD0102,CUST0596,12/24/2023,1404.17,0.29,7,321.77
ORD52004,PROD0120,CUST0813,08/19/2023,1517.24,0.2,5,244.05
ORD88251,PROD0008,CUST0825,01/15/2024,1738.2,0.03,6,173.53
ORD71216,PROD0086,CUST0744,06/09/2024,708.8,0,8,106.1
ORD34501,PROD0014,CUST0084,08/20/2023,127.75,0.1,2,8.95
ORD33610,PROD0103,CUST0775,08/29/2023,959.49,0.16,3,105.07
ORD33753,PROD0048,CUST0896,01/27/2024,504.38,0.2,2,58.37
ORD49413,PROD0010,CUST0596,04/29/2024,1587.12,0.13,4,377.56
ORD58309,PROD0045,CUST0289,07/11/2023,787.16,0.21,2,138.4
ORD96530,PROD0107,CUST0419,10/04/2023,832.76,0.02,5,178.69
ORD75780,PROD0045,CUST0218,08/24/2023,453.36,0.09,1,103.42
ORD22963,PROD0036,CUST0174,09/02/2023,708.19,0.12,2,171.5
ORD52953,PROD0055,CUST0320,01/17/2024,278.88,0.03,2,65.81
ORD79502,PROD0032,CUST0762,12/29/2023,186.31,0.06,1,26.25
ORD93913,PROD0099,CUST0198,05/05/2024,946.95,0.03,8,123.49
ORD90302,PROD0009,CUST0694,04/12/2024,242.13,0.17,2,13.03
ORD52812,PROD0103,CUST0352,12/17/2023,3255.41,0.05,9,539.6
ORD46673,PROD0032,CUST0913,02/22/2024,975.14,0.18,6,58.05
ORD61822,PROD0072,CUST0936,11/07/2023,3227.79,0.07,7,224.6
ORD95865,PROD0049,CUST0026,06/04/2024,1712.89,0.09,5,196.77
ORD40568,PROD0042,CUST0991,01/12/2024,385.03,0.3,4,24.25
ORD83283,PROD0050,CUST0770,03/01/2024,216.91,0.11,9,28.7
ORD37128,PROD0054,CUST0459,12/09/2023,756.26,0.25,5,115.53
ORD33607,PROD0002,CUST0691,02/09/2024,2035.83,0.08,6,145.3
ORD36754,PROD0100,CUST0988,04/22/2024,1547.88,0.15,4,120.86
ORD48213,PROD0112,CUST0397,03/02/2024,1023.76,0.17,3,196.89
ORD14484,PROD0016,CUST0638,12/14/2023,2189.51,0.09,6,396.22
ORD49349,PROD0068,CUST0890,01/15/2024,1577.1,0.03,6,146.97
ORD26104,PROD0117,CUST0119,12/16/2023,2002.88,0.05,5,114.26
ORD12989,PROD0045,CUST0609,12/21/2023,2331.58,0.22,6,362.33
ORD47075,PROD0120,CUST0661,11/14/2023,1069.65,0.06,3,117.82
ORD51875,PROD0047,CUST0097,03/22/2024,1706.83,0.1,8,348.77
ORD31277,PROD0072,CUST0231,02/27/2024,2647.68,0.11,6,251.24
ORD23242,PROD0004,CUST0583,03/24/2024,1171,0.02,5,249.76
ORD59183,PROD0091,CUST0662,02/03/2024,2256.06,0.2,8,263.69
ORD29233,PROD0120,CUST0804,07/07/2023,561.38,0.26,2,60.98
ORD32851,PROD0017,CUST0322,07/06/2023,881.64,0.08,7,152.9
ORD59148,PROD0078,CUST0271,01/04/2024,2541.67,0.05,8,519.11
ORD74025,PROD0038,CUST0599,10/02/2023,201.84,0.13,2,21.78
ORD99177,PROD0039,CUST0869,06/13/2024,385.37,0.27,2,86.49
ORD34584,PROD0068,CUST0993,12/28/2023,1327.8,0.02,5,273.57
ORD57241,PROD0059,CUST0476,02/18/2024,83.17,0.24,4,13.46
ORD45508,PROD0033,CUST0331,09/01/2023,68.04,0.19,3,7.73
ORD87261,PROD0012,CUST0605,07/26/2023,458.21,0.2,9,36.44
ORD45509,PROD0103,CUST0256,10/09/2023,2292.11,0.14,7,357.48
ORD73574,PROD0046,CUST0026,05/28/2024,1601.07,0.11,4,95.37
ORD14189,PROD0026,CUST0664,02/12/2024,188.16,0.09,1,18.89
ORD16760,PROD0050,CUST0816,12/26/2023,94.78,0.3,5,17.44
ORD55464,PROD0085,CUST0902,06/12/2024,470.34,0.1,6,28.53
ORD81016,PROD0112,CUST0348,12/15/2023,1582.93,0.23,5,344.03
ORD18443,PROD0104,CUST0132,03/19/2024,689.27,0.28,7,103.66
ORD53174,PROD0086,CUST0050,07/25/2023,414.65,0.22,6,96.06
ORD23068,PROD0034,CUST0943,08/02/2023,871.89,0.09,2,128.19
ORD49748,PROD0056,CUST0103,06/30/2024,1363.99,0.3,8,106.85
ORD85259,PROD0040,CUST0523,02/16/2024,1934,0.29,9,108.7
ORD49753,PROD0118,CUST0583,01/15/2024,1728.38,0.05,9,171.26
ORD62290,PROD0084,CUST0150,10/01/2023,843.63,0.19,8,86.69
ORD63476,PROD0113,CUST0697,03/17/2024,218.82,0.25,4,17.89
ORD61389,PROD0067,CUST0526,06/16/2024,286.79,0.06,9,31.81
ORD30334,PROD0027,CUST0264,04/06/2024,1808.28,0.14,5,395.63
ORD55027,PROD0016,CUST0526,02/02/2024,2261.7,0.06,6,222.92
ORD18361,PROD0056,CUST0260,02/19/2024,1022.99,0.16,5,220.94
ORD44824,PROD0044,CUST0479,09/06/2023,2005.44,0,8,318.7
ORD98457,PROD0047,CUST0897,09/12/2023,1194.78,0.16,6,76.98
ORD80521,PROD0040,CUST0954,07/23/2023,1864.39,0.12,7,161.92
ORD30191,PROD0035,CUST0159,03/03/2024,3360.2,0.1,9,341.34
ORD88048,PROD0031,CUST0405,03/08/2024,124.08,0.06,4,24.72
ORD97174,PROD0046,CUST0953,05/03/2024,2131.77,0.21,6,226.99
ORD75250,PROD0002,CUST0543,11/17/2023,1641.2,0.11,5,323.69
ORD38313,PROD0075,CUST0840,11/10/2023,946.37,0.1,4,181.39
ORD18640,PROD0062,CUST0444,12/13/2023,329.52,0.11,1,69.63
ORD64143,PROD0057,CUST0236,09/04/2023,251.38,0.01,8,39.88
ORD30861,PROD0044,CUST0039,01/25/2024,1962.82,0.13,9,346.37
ORD88676,PROD0101,CUST0335,05/24/2024,61.61,0.27,8,7.57
ORD94691,PROD0024,CUST0367,05/20/2024,2784.35,0.07,8,402.59
ORD76354,PROD0074,CUST0214,07/13/2023,1141.96,0.14,3,110.12
ORD85123,PROD0010,CUST0959,03/06/2024,998.79,0.27,3,174.6
ORD31356,PROD0100,CUST0212,12/20/2023,997.02,0.27,3,180.55
ORD79791,PROD0063,CUST0891,12/27/2023,430.33,0.03,3,65.19
ORD78523,PROD0038,CUST0122,09/05/2023,90.48,0.22,1,9.89
ORD12564,PROD0036,CUST0958,08/21/2023,3186.85,0.12,9,617.1
ORD29034,PROD0060,CUST0461,11/09/2023,126.72,0.26,1,11.39
ORD91040,PROD0095,CUST0351,08/09/2023,1885.59,0.12,9,371.68
ORD92715,PROD0090,CUST0673,07/12/2023,56.29,0.09,1,6.43
ORD97937,PROD0109,CUST0660,09/19/2023,96.13,0.28,2,5.43
ORD75675,PROD0029,CUST0122,10/05/2023,337.78,0.19,1,47.96
ORD94300,PROD0067,CUST0979,03/24/2024,61.7,0.09,2,4.67
ORD58052,PROD0051,CUST0612,04/05/2024,3552.2,0.01,8,325.89
ORD27736,PROD0029,CUST0800,02/22/2024,3265.19,0.13,9,606.84
ORD23577,PROD0001,CUST0051,09/01/2023,188.88,0.29,1,45.71
ORD44670,PROD0074,CUST0578,12/06/2023,2168.84,0.02,5,111.6
ORD56001,PROD0091,CUST0301,10/10/2023,1974.06,0.3,8,150.58
ORD82632,PROD0021,CUST0110,01/05/2024,1999.84,0.27,9,312.11
ORD12542,PROD0033,CUST0564,11/07/2023,68.88,0.18,3,16.62
ORD66947,PROD0003,CUST0085,05/14/2024,76.47,0.27,9,15.86
ORD87121,PROD0045,CUST0066,06/13/2024,3208.41,0.08,7,484.23
ORD75751,PROD0059,CUST0613,04/05/2024,43.78,0.2,2,9.52
ORD66876,PROD0024,CUST0009,12/07/2023,553.88,0.26,2,89.47
ORD93554,PROD0015,CUST0589,02/22/2024,2441.06,0.15,6,600.87
ORD49736,PROD0003,CUST0386,11/20/2023,10.48,0.1,1,1
ORD14353,PROD0018,CUST0512,03/18/2024,2524.38,0.06,9,361.53
ORD26810,PROD0022,CUST0523,02/05/2024,905.64,0,2,92.77
ORD50886,PROD0095,CUST0187,11/01/2023,1352.29,0.29,8,247.97
ORD74394,PROD0020,CUST0280,08/02/2023,2575.34,0.17,7,220.08
ORD37785,PROD0097,CUST0794,01/18/2024,87.89,0.22,9,12.32
ORD62630,PROD0038,CUST0436,11/12/2023,845.64,0.19,9,59.66
ORD71944,PROD0118,CUST0013,09/30/2023,727.74,0.28,5,95.77
ORD18566,PROD0030,CUST0989,06/24/2024,171.74,0.17,3,27.59
ORD31923,PROD0088,CUST0718,08/12/2023,462.13,0.09,4,86.23
ORD43498,PROD0027,CUST0353,08/24/2023,2371.79,0.06,6,141.75
ORD39110,PROD0027,CUST0452,09/28/2023,2649.34,0.3,9,363.72
ORD32738,PROD0012,CUST0669,01/08/2024,378.02,0.01,6,60.28
ORD71399,PROD0117,CUST0479,06/13/2024,1501.11,0.11,4,182.86
ORD69800,PROD0082,CUST0941,06/05/2024,201.72,0.24,1,32.57
ORD46400,PROD0067,CUST0688,11/29/2023,138.99,0.18,5,28.01
ORD94644,PROD0012,CUST0601,06/02/2024,365.29,0.18,7,58.11
ORD95694,PROD0050,CUST0754,11/02/2023,180.08,0.05,7,25.27
ORD53989,PROD0004,CUST0565,07/05/2023,1321.56,0.21,7,162.41
ORD66811,PROD0030,CUST0372,07/07/2023,206.91,0.25,4,28.28
ORD54349,PROD0010,CUST0736,12/11/2023,2777.47,0.13,7,663.18
ORD44666,PROD0008,CUST0083,10/27/2023,943.77,0.21,4,113.25
ORD45970,PROD0066,CUST0983,11/15/2023,2494.9,0.21,9,422.3
ORD18984,PROD0061,CUST0229,05/22/2024,2099.16,0.25,6,351.07
ORD35934,PROD0110,CUST0331,11/10/2023,933.98,0.2,6,156.62
ORD73434,PROD0006,CUST0419,11/12/2023,2336.22,0.22,7,501.56
ORD14982,PROD0104,CUST0277,05/26/2024,1156.99,0.06,9,210.93
ORD60893,PROD0021,CUST0997,05/24/2024,264.82,0.13,1,51.31
ORD62597,PROD0099,CUST0802,03/21/2024,241.62,0.01,2,53
ORD58512,PROD0016,CUST0254,02/25/2024,962.42,0.2,3,73.93
ORD12494,PROD0047,CUST0044,03/18/2024,1609.64,0.03,7,357.14
ORD81198,PROD0024,CUST0184,06/07/2024,2226.73,0.15,7,223.44
ORD29408,PROD0106,CUST0299,02/08/2024,112.15,0.27,3,16.38
ORD95318,PROD0095,CUST0452,10/21/2023,628.53,0.12,3,151.27
ORD66563,PROD0049,CUST0883,11/20/2023,1807.01,0.04,5,250.56
ORD95820,PROD0025,CUST0920,08/16/2023,78.66,0.06,2,5.94
ORD87910,PROD0022,CUST0139,07/25/2023,2064.86,0.24,6,459.35
ORD40594,PROD0064,CUST0869,11/12/2023,702.45,0.25,7,174.04
ORD87768,PROD0077,CUST0734,09/22/2023,1904.97,0.27,9,415.32
ORD99015,PROD0018,CUST0484,08/31/2023,549.04,0.08,2,120.25
ORD55968,PROD0102,CUST0868,02/29/2024,1203.58,0.29,6,213.63
ORD51200,PROD0096,CUST0937,07/24/2023,3349.7,0.05,8,618.13
ORD64254,PROD0018,CUST0995,11/25/2023,1169.69,0.02,4,94.85
ORD78426,PROD0095,CUST0558,12/05/2023,1885.59,0.12,9,198.54
ORD47867,PROD0034,CUST0727,03/14/2024,2347.39,0.02,5,469.31
ORD70340,PROD0086,CUST0821,02/28/2024,143.53,0.19,2,11.91
ORD32909,PROD0111,CUST0259,08/13/2023,98.84,0.24,9,17.74
ORD26461,PROD0037,CUST0075,05/05/2024,296.29,0.07,1,20.54
ORD86312,PROD0104,CUST0977,04/11/2024,262.58,0.04,2,28.52
ORD74991,PROD0101,CUST0907,01/01/2024,39.03,0.26,5,9.55
ORD11363,PROD0002,CUST0676,11/02/2023,3153.33,0.05,9,559.56
ORD71295,PROD0073,CUST0868,07/12/2023,37.33,0.07,1,6.64
ORD18252,PROD0084,CUST0087,11/11/2023,197.89,0.24,2,11.25
ORD29768,PROD0100,CUST0116,03/26/2024,2549.46,0.2,7,479.54
ORD40665,PROD0092,CUST0917,05/28/2024,508.46,0.01,5,94.83
ORD90834,PROD0063,CUST0381,04/04/2024,532.37,0.1,4,89.12
ORD98373,PROD0106,CUST0403,02/08/2024,283.19,0.21,7,40.51
ORD96935,PROD0103,CUST0315,09/30/2023,365.52,0.04,1,65.49
ORD74014,PROD0075,CUST0686,02/15/2024,749.21,0.05,3,183.78
ORD84100,PROD0021,CUST0977,08/18/2023,1643.71,0.1,6,232.43
ORD31405,PROD0092,CUST0346,07/12/2023,203.39,0.01,2,27.02
ORD32470,PROD0048,CUST0793,04/02/2024,803.86,0.15,3,81.44
ORD23467,PROD0089,CUST0930,09/14/2023,3940.16,0.06,9,497.5
ORD99461,PROD0114,CUST0555,08/21/2023,1031.46,0.23,9,227.35
ORD58611,PROD0073,CUST0393,03/14/2024,233.61,0.03,6,30.17
ORD98007,PROD0074,CUST0704,10/13/2023,2146.71,0.03,5,163.6
ORD44272,PROD0108,CUST0303,06/01/2024,1023.55,0.1,4,97.4
ORD19295,PROD0060,CUST0338,03/21/2024,970.93,0.19,7,71.58
ORD33066,PROD0067,CUST0128,08/26/2023,30.51,0.1,1,2.48
ORD13998,PROD0076,CUST0097,02/18/2024,3883.32,0.05,9,730.2
ORD28934,PROD0066,CUST0459,07/10/2023,2161.54,0.12,7,221.77
ORD60215,PROD0051,CUST0621,03/10/2024,1632.58,0.09,4,249.18
ORD53232,PROD0067,CUST0478,07/12/2023,257.64,0.05,8,45.31
ORD34922,PROD0050,CUST0173,08/25/2023,108.32,0,4,13.5
ORD89895,PROD0052,CUST0398,08/05/2023,2912.36,0.25,9,644.76
ORD32692,PROD0101,CUST0330,03/10/2024,74.06,0.22,9,12.82
ORD30214,PROD0066,CUST0924,05/11/2024,1438.69,0.18,5,286.88
ORD88231,PROD0033,CUST0663,07/10/2023,104.16,0.07,4,25.13
ORD79516,PROD0108,CUST0765,09/04/2023,665.31,0.22,3,42.67
ORD65513,PROD0091,CUST0249,05/09/2024,2146.79,0.13,7,201.86
ORD59780,PROD0039,CUST0392,01/31/2024,1069,0.19,5,175.67
ORD50802,PROD0070,CUST0743,07/14/2023,92.91,0.27,2,15.47
ORD75808,PROD0038,CUST0877,02/10/2024,528.96,0.24,6,113.17
ORD45163,PROD0035,CUST0408,01/24/2024,294.54,0.29,1,52.16
ORD48340,PROD0024,CUST0077,06/12/2024,703.57,0.06,2,150.08
ORD34402,PROD0104,CUST0752,09/26/2023,897.15,0.18,8,160.19
ORD67952,PROD0108,CUST0105,05/24/2024,690.9,0.19,3,102.02
ORD30362,PROD0058,CUST0693,06/01/2024,2839.06,0.17,8,421.54
ORD83487,PROD0072,CUST0289,10/22/2023,1175.09,0.21,3,275.57
ORD42132,PROD0058,CUST0398,03/02/2024,1710.28,0.2,5,200.48
ORD82571,PROD0034,CUST0025,06/30/2024,3602.53,0.06,8,355.84
ORD83854,PROD0019,CUST0579,08/03/2023,3341.11,0.15,8,830.99
ORD40458,PROD0005,CUST0925,09/17/2023,349.94,0.25,3,29.12
ORD40503,PROD0098,CUST0933,11/28/2023,3298.28,0.11,9,700.97
ORD20588,PROD0024,CUST0021,07/01/2024,830.81,0.26,3,113.83
ORD39743,PROD0056,CUST0196,01/24/2024,1227.59,0.28,7,244.26
ORD17340,PROD0115,CUST0203,05/16/2024,73.27,0.23,5,14.75
ORD78966,PROD0060,CUST0280,07/06/2023,582.22,0.15,4,120.38
ORD30834,PROD0109,CUST0416,12/29/2023,426.6,0.29,9,86.77
ORD38085,PROD0017,CUST0439,08/08/2023,498.32,0.09,4,34.71
ORD56183,PROD0023,CUST0445,08/04/2023,3462.9,0,7,833.76
ORD56106,PROD0008,CUST0803,10/21/2023,869.1,0.03,3,138.18
ORD34528,PROD0073,CUST0029,08/27/2023,105.97,0.12,3,8.69
ORD28903,PROD0116,CUST0874,02/11/2024,188.53,0.15,1,30.39
ORD88066,PROD0003,CUST0364,08/23/2023,8.73,0.25,1,1.38
ORD51909,PROD0052,CUST0177,11/09/2023,3067.68,0.21,9,258.39
ORD61189,PROD0012,CUST0497,10/02/2023,356.38,0.3,8,18
ORD58306,PROD0014,CUST0233,07/01/2024,352.72,0.29,7,86.24
ORD35594,PROD0048,CUST0172,02/27/2024,2581.82,0.09,9,344.85
ORD49657,PROD0088,CUST0759,02/12/2024,790.96,0.11,7,137.73
ORD46964,PROD0060,CUST0942,12/29/2023,273.98,0.2,2,48.89
ORD36703,PROD0058,CUST0958,03/22/2024,1817.17,0.15,5,199.87
ORD78898,PROD0091,CUST0325,02/05/2024,2622.67,0.07,8,643.63
ORD79251,PROD0063,CUST0575,04/15/2024,971.57,0.27,9,132.81
ORD49809,PROD0007,CUST0876,03/02/2024,1016.95,0.06,3,214.12
ORD42581,PROD0036,CUST0746,07/31/2023,3025.9,0.06,8,528.71
ORD88160,PROD0096,CUST0577,10/16/2023,2820.8,0.2,8,383.29
ORD19793,PROD0061,CUST0892,10/21/2023,1912.57,0.18,5,438.38
ORD91370,PROD0002,CUST0445,03/22/2024,1936.25,0.25,7,180.75
ORD48651,PROD0106,CUST0420,11/27/2023,311.36,0.24,8,39.91
ORD93878,PROD0036,CUST0608,07/08/2023,1512.95,0.06,4,355.11
ORD22180,PROD0022,CUST0310,11/13/2023,905.64,0,2,174.14
ORD36498,PROD0054,CUST0338,11/19/2023,1115.24,0.21,7,203.32
ORD18515,PROD0098,CUST0837,11/20/2023,358.24,0.13,1,46.8
ORD56449,PROD0089,CUST0127,06/23/2024,1639.4,0.12,4,102.21
ORD89174,PROD0103,CUST0727,07/18/2023,2638.6,0.01,7,627.27
ORD28330,PROD0014,CUST0751,09/23/2023,556.4,0.02,8,39.6
ORD20674,PROD0097,CUST0293,05/11/2024,74.49,0.15,7,11.42
ORD80426,PROD0120,CUST0194,06/26/2024,2469.31,0.07,7,312.89
ORD60586,PROD0092,CUST0261,04/03/2024,98.61,0.04,1,20.05
ORD70796,PROD0063,CUST0269,01/25/2024,275.06,0.07,2,63.14
ORD20054,PROD0119,CUST0666,01/05/2024,191.98,0.02,2,38.06
ORD36367,PROD0105,CUST0484,07/06/2023,89.99,0.14,1,7.91
ORD83079,PROD0055,CUST0898,03/14/2024,224.25,0.22,2,31.02
ORD27635,PROD0036,CUST0266,05/07/2024,2028,0.16,6,343.59
ORD87556,PROD0060,CUST0159,09/28/2023,934.97,0.09,6,139.25
ORD89909,PROD0052,CUST0950,07/26/2023,2951.19,0.24,9,570.19
ORD81430,PROD0109,CUST0442,06/22/2024,443.29,0.17,8,85.46
ORD73322,PROD0088,CUST0039,10/27/2023,670.35,0.12,6,73.9
ORD77445,PROD0108,CUST0362,10/25/2023,483.34,0.15,2,39.63
ORD64901,PROD0072,CUST0836,03/16/2024,3688.9,0.07,8,576.78
ORD43683,PROD0112,CUST0912,09/02/2023,361.81,0.12,1,48.78
ORD83830,PROD0017,CUST0216,12/17/2023,388.8,0.29,4,71.01
ORD80117,PROD0059,CUST0444,05/15/2024,23.8,0.13,1,5.44
ORD86283,PROD0102,CUST0018,06/03/2024,259.93,0.08,1,47.11
ORD21456,PROD0002,CUST0225,11/09/2023,269.23,0.27,1,41.33
ORD84955,PROD0051,CUST0552,05/21/2024,3265.15,0.09,8,319.72
ORD73167,PROD0033,CUST0709,10/04/2023,23.24,0.17,1,4.56
ORD86838,PROD0038,CUST0736,09/25/2023,626.4,0.1,6,66.79
ORD38237,PROD0007,CUST0878,12/02/2023,3245.58,0,9,325.01
ORD38474,PROD0107,CUST0839,07/01/2024,795.37,0.22,6,134.42
ORD57726,PROD0046,CUST0514,03/27/2024,2131.77,0.21,6,193.8
ORD24160,PROD0107,CUST0648,12/08/2023,142.76,0.16,1,31.49
ORD30819,PROD0031,CUST0204,07/09/2023,184.8,0.2,7,45.21
ORD97475,PROD0032,CUST0429,09/09/2023,198.2,0,1,46
ORD58064,PROD0103,CUST0773,04/30/2024,1987.52,0.13,6,309.48
ORD62344,PROD0057,CUST0563,10/25/2023,49.51,0.22,2,11.86
ORD64530,PROD0084,CUST0472,11/06/2023,374.95,0.04,3,34.99
ORD76524,PROD0119,CUST0800,08/04/2023,85.22,0.13,1,4.97
ORD69401,PROD0119,CUST0463,12/25/2023,540.68,0.08,6,123.85
ORD81569,PROD0034,CUST0833,03/26/2024,3621.69,0.16,9,486.18
ORD49589,PROD0066,CUST0250,05/21/2024,2498.41,0.11,8,346.33
ORD79120,PROD0083,CUST0939,08/15/2023,2507.9,0.28,8,222.35
ORD36596,PROD0033,CUST0162,03/07/2024,150.92,0.23,7,15.34
ORD50010,PROD0013,CUST0456,02/02/2024,1116.51,0.21,7,81.44
ORD22869,PROD0117,CUST0558,06/02/2024,383.71,0.09,1,72.75
ORD87406,PROD0063,CUST0095,04/13/2024,944.95,0.29,9,171.68
ORD69763,PROD0033,CUST0190,07/29/2023,130.2,0.07,5,27.11
ORD61380,PROD0042,CUST0835,01/16/2024,375.4,0.09,3,86.5
ORD19662,PROD0018,CUST0942,05/31/2024,1754.53,0.02,6,237.72
ORD93138,PROD0047,CUST0587,10/29/2023,625.84,0.12,3,102.33
ORD36666,PROD0101,CUST0433,04/08/2024,41.67,0.21,5,2.09
ORD17523,PROD0017,CUST0303,09/01/2023,755.69,0.08,6,74.85
ORD41674,PROD0047,CUST0257,03/02/2024,426.71,0.1,2,55.46
ORD43139,PROD0057,CUST0606,02/06/2024,248.84,0.02,8,45.56
ORD27700,PROD0075,CUST0867,07/13/2023,1196.1,0.09,5,272.77
ORD38054,PROD0094,CUST0486,06/17/2024,721.56,0.25,2,117.83
ORD17690,PROD0096,CUST0640,08/26/2023,828.61,0.06,2,60.05
ORD96608,PROD0009,CUST0440,04/06/2024,577.61,0.01,4,109.82
ORD28529,PROD0005,CUST0133,01/20/2024,661,0.15,5,53.23
ORD53563,PROD0052,CUST0493,05/05/2024,2990.02,0.01,7,405.76
ORD27153,PROD0009,CUST0894,08/06/2023,490.09,0.16,4,77.52
ORD92462,PROD0120,CUST0999,09/17/2023,2150.69,0.19,7,327.03
ORD52750,PROD0032,CUST0453,12/08/2023,505.41,0.15,3,50.39
ORD63712,PROD0010,CUST0530,07/01/2024,369.42,0.19,1,77.33
ORD47744,PROD0113,CUST0976,12/10/2023,134.21,0.08,2,14.85
ORD13294,PROD0007,CUST0331,07/11/2023,1460.51,0.19,5,311.39
ORD49883,PROD0061,CUST0903,06/04/2024,4030.39,0.04,9,639
ORD58387,PROD0005,CUST0917,10/02/2023,132.2,0.15,1,8.49
ORD32952,PROD0104,CUST0229,02/01/2024,365.15,0.11,3,60.06
ORD46698,PROD0088,CUST0606,12/09/2023,738.91,0.03,6,59.98
ORD47363,PROD0030,CUST0520,06/08/2024,322.78,0.22,6,16.31
ORD10486,PROD0074,CUST0652,01/18/2024,3257.68,0.08,8,367.05
ORD38072,PROD0050,CUST0400,08/02/2023,22.75,0.16,1,5.68
ORD88641,PROD0039,CUST0636,03/22/2024,205.88,0.22,1,18.23
ORD11575,PROD0048,CUST0552,09/03/2023,283.72,0.1,1,17.11
ORD25223,PROD0007,CUST0676,09/08/2023,1586.73,0.12,5,374.25
ORD58012,PROD0079,CUST0387,08/12/2023,2338.77,0.06,9,383.27
ORD94155,PROD0027,CUST0839,02/05/2024,1640.07,0.22,5,121.81
ORD54596,PROD0118,CUST0605,06/04/2024,1491.87,0.18,9,251.61
ORD97832,PROD0060,CUST0241,07/12/2023,390.43,0.24,3,55.73
ORD57075,PROD0048,CUST0587,03/28/2024,895.28,0.29,4,97.65
ORD12721,PROD0093,CUST0418,04/20/2024,375.7,0.15,1,43.64
